序号,文件名,类别,置信度,xmin,ymin,xmax,ymax
315,huiwanxi2024-220241027_DL_3874.jpg,微囊藻,0.3858,633,137,645,150
316,huiwanxi2024-220241027_DL_3874.jpg,微囊藻,0.3594,526,583,541,599
317,huiwanxi2024-220241027_DL_3876.jpg,微囊藻,0.5671,524,247,545,270
318,huiwanxi2024-220241027_DL_3878.jpg,微囊藻,0.3081,1140,553,1161,574
319,huiwanxi2024-220241027_DL_3891.jpg,微囊藻,0.5019,847,735,875,764
320,huiwanxi2024-220241027_DL_3892.jpg,微囊藻,0.4984,847,549,876,581
321,huiwanxi2024-220241027_DL_3892.jpg,微囊藻,0.3449,862,510,881,527
322,huiwanxi2024-220241027_DL_3893.jpg,微囊藻,0.5817,685,809,701,826
323,huiwanxi2024-220241027_DL_3893.jpg,微囊藻,0.5176,871,478,906,516
324,huiwanxi2024-220241027_DL_3893.jpg,微囊藻,0.4084,847,284,876,316
325,huiwanxi2024-220241027_DL_3895.jpg,微囊藻,0.2728,845,0,885,33
326,huiwanxi2024-220241027_DL_3898.jpg,微囊藻,0.4320,724,815,749,846
327,huiwanxi2024-220241027_DL_3899.jpg,微囊藻,0.7024,726,693,751,721
328,huiwanxi2024-220241027_DL_3900.jpg,微囊藻,0.2629,725,541,754,573
329,huiwanxi2024-220241027_DL_3901.jpg,微囊藻,0.3596,567,124,592,149
330,huiwanxi2024-220241027_DL_3901.jpg,微囊藻,0.3524,724,375,755,411
331,huiwanxi2024-220241027_DL_3902.jpg,盘星藻,0.9074,1270,721,1365,822
332,huiwanxi2024-220241027_DL_3902.jpg,束丝藻,0.7230,1006,0,1203,79
333,huiwanxi2024-220241027_DL_3903.jpg,盘星藻,0.9156,1269,469,1370,567
334,huiwanxi2024-220241027_DL_3904.jpg,盘星藻,0.8985,1276,97,1366,193
335,huiwanxi2024-220241027_DL_3913.jpg,微囊藻,0.4212,452,831,470,850
336,huiwanxi2024-220241027_DL_3914.jpg,微囊藻,0.3575,451,704,470,725
337,huiwanxi2024-220241027_DL_3915.jpg,微囊藻,0.6636,451,497,473,520
338,huiwanxi2024-220241027_DL_3916.jpg,微囊藻,0.6432,451,336,476,364
339,huiwanxi2024-220241027_DL_3917.jpg,微囊藻,0.6219,451,209,475,236
340,huiwanxi2024-220241027_DL_3918.jpg,微囊藻,0.3167,1230,464,1245,482
341,huiwanxi2024-220241027_DL_3918.jpg,微囊藻,0.2670,450,52,476,82
342,huiwanxi2024-220241027_DL_3920.jpg,微囊藻,0.5913,626,822,649,848
343,huiwanxi2024-220241027_DL_3921.jpg,栅藻,0.5370,88,269,148,339
344,huiwanxi2024-220241027_DL_3921.jpg,微囊藻,0.3129,626,671,648,697
345,huiwanxi2024-220241027_DL_3922.jpg,栅藻,0.9066,89,50,139,115
346,huiwanxi2024-220241027_DL_3925.jpg,小环藻,0.6239,1155,333,1217,381
347,huiwanxi2024-220241027_DL_3926.jpg,小环藻,0.6216,1154,41,1220,88
348,huiwanxi2024-220241027_DL_3926.jpg,微囊藻,0.3386,821,861,836,876
349,huiwanxi2024-220241027_DL_3941.jpg,微囊藻,0.3178,923,768,941,789
350,huiwanxi2024-220241027_DL_3942.jpg,微囊藻,0.6967,925,472,947,498
351,huiwanxi2024-220241027_DL_3942.jpg,微囊藻,0.6485,914,618,939,645
352,huiwanxi2024-220241027_DL_3943.jpg,微囊藻,0.5328,914,407,941,436
353,huiwanxi2024-220241027_DL_3943.jpg,微囊藻,0.4206,1281,446,1293,461
354,huiwanxi2024-220241027_DL_3944.jpg,微囊藻,0.4980,1280,252,1295,270
355,huiwanxi2024-220241027_DL_3944.jpg,微囊藻,0.3636,912,245,944,278
356,huiwanxi2024-220241027_DL_3945.jpg,微囊藻,0.5022,913,39,949,79
357,huiwanxi2024-220241027_DL_3945.jpg,微囊藻,0.4004,1189,802,1214,828
358,huiwanxi2024-220241027_DL_3968.jpg,微囊藻,0.4068,970,53,1002,88
359,huiwanxi2024-220241027_DL_3977.jpg,微囊藻,0.6254,263,443,279,460
360,藻密度占比_2026-03-12_15-51-36.png,浮丝藻,0.5067,1033,447,1080,867
361,藻密度占比_2026-03-12_15-51-36.png,其他,0.3082,494,314,1081,901
362,藻密度占比_2026-03-12_15-51-36.png,卵囊藻,0.2545,493,308,1698,1509
363,藻密度柱状图_2026-03-12_15-51-36.png,其他,0.5975,552,1617,725,1736
